frame,time_ps,T:SEP856,T:SEP857,T:SEP859,T:TPO860,total_sasa_angstrom2,run_id
850,850.0,180.5923614501953,42.93126678466797,36.903846740722656,61.18497085571289,321.6124458312988,RUN1
875,875.0,182.1547088623047,59.35163879394531,51.168251037597656,77.4172592163086,370.09185791015625,RUN1
900,900.0,161.6679229736328,69.50218963623047,44.37054443359375,111.97853088378906,387.5191879272461,RUN1
925,925.0,171.46788024902344,51.17816925048828,29.831100463867188,91.1462173461914,343.6233673095703,RUN1
950,950.0,197.3416290283203,43.993186950683594,54.243324279785156,63.623573303222656,359.2017135620117,RUN1
975,975.0,197.78564453125,56.371856689453125,36.007408142089844,110.40007019042969,400.56497955322266,RUN1
1000,1000.0,220.73849487304688,60.83319854736328,53.30616760253906,120.09540557861328,454.9732666015625,RUN1
1025,1025.0,175.12265014648438,50.69478988647461,49.58840560913086,97.49661254882812,372.90245819091797,RUN1
1050,1050.0,181.05734252929688,36.60050964355469,34.683223724365234,107.28289794921875,359.62397384643555,RUN1
1075,1075.0,207.7158966064453,37.757930755615234,57.52786636352539,99.0180435180664,402.01973724365234,RUN1
200,200.0,153.2640380859375,70.74504852294922,109.08204650878906,53.71888732910156,386.81002044677734,RUN2
225,225.0,157.10800170898438,47.144596099853516,85.05216217041016,48.17753982543945,337.4822998046875,RUN2
250,250.0,165.74981689453125,54.65776824951172,66.64921569824219,49.546630859375,336.60343170166016,RUN2
275,275.0,157.9689483642578,54.20231628417969,132.7668914794922,72.4638900756836,417.4020462036133,RUN2
300,300.0,164.68179321289062,104.89704132080078,117.16310119628906,67.16161346435547,453.90354919433594,RUN2
325,325.0,219.5987548828125,146.61390686035156,63.83070373535156,47.409053802490234,477.45241928100586,RUN2
350,350.0,162.94174194335938,105.90586853027344,90.2903823852539,63.74258041381836,422.8805732727051,RUN2
375,375.0,171.5050811767578,92.62773132324219,74.26537322998047,69.40056610107422,407.7987518310547,RUN2
400,400.0,264.5923156738281,121.03813934326172,110.20916748046875,70.99644470214844,566.836067199707,RUN2
425,425.0,174.97616577148438,158.08448791503906,107.7276382446289,57.35442352294922,498.14271545410156,RUN2
450,450.0,271.609375,87.15721893310547,184.9815216064453,76.33489990234375,620.0830154418945,RUN2
475,475.0,205.08396911621094,102.45240020751953,161.00067138671875,68.6178207397461,537.1548614501953,RUN2
500,500.0,156.7281494140625,108.55108642578125,91.23135375976562,93.68162536621094,450.1922149658203,RUN2
525,525.0,226.67047119140625,97.4043197631836,118.16988372802734,64.50543975830078,506.75011444091797,RUN2
550,550.0,84.93368530273438,71.6505355834961,93.96392059326172,56.12140655517578,306.66954803466797,RUN2
575,575.0,78.14556884765625,80.14179992675781,109.97132873535156,60.001068115234375,328.259765625,RUN2
600,600.0,116.00399780273438,73.96991729736328,121.66827392578125,65.69893646240234,377.34112548828125,RUN2
625,625.0,113.56195068359375,65.04906463623047,130.5345916748047,74.80323028564453,383.94883728027344,RUN2
650,650.0,141.4890594482422,65.47531127929688,94.99589538574219,58.49628829956055,360.4565544128418,RUN2
675,675.0,116.87452697753906,75.09298706054688,94.73104858398438,67.92064666748047,354.6192092895508,RUN2
700,700.0,92.91557312011719,89.78752136230469,165.3154296875,77.02772521972656,425.04624938964844,RUN2
725,725.0,107.9461669921875,103.93770599365234,99.42327880859375,63.42406463623047,374.73121643066406,RUN2
750,750.0,81.07801818847656,80.9263687133789,120.1274185180664,71.24556732177734,353.3773727416992,RUN2
775,775.0,62.90825271606445,76.04342651367188,161.7533721923828,72.42474365234375,373.1297950744629,RUN2
800,800.0,115.29415130615234,73.47122192382812,94.50691223144531,52.673030853271484,335.94531631469727,RUN2
825,825.0,100.63661193847656,77.38359069824219,153.8899383544922,73.78160858154297,405.6917495727539,RUN2
850,850.0,60.112884521484375,73.24722290039062,152.48277282714844,63.512508392333984,349.3553886413574,RUN2
875,875.0,70.47808074951172,81.47222137451172,97.41002655029297,67.2081298828125,316.5684585571289,RUN2
900,900.0,77.94441986083984,69.97055053710938,82.7216796875,53.589012145996094,284.2256622314453,RUN2
925,925.0,48.53669738769531,96.71533203125,79.50576782226562,49.576499938964844,274.3342971801758,RUN2
950,950.0,32.614097595214844,54.280853271484375,56.41292190551758,78.34964752197266,221.65752029418945,RUN2
975,975.0,27.71146583557129,34.7508430480957,53.11507034301758,52.83584213256836,168.41322135925293,RUN2
1000,1000.0,40.238555908203125,46.87815856933594,97.71383666992188,68.3386001586914,253.16915130615234,RUN2
1025,1025.0,29.579057693481445,16.03988265991211,93.83903503417969,61.93980407714844,201.39777946472168,RUN2
1050,1050.0,34.44279479980469,34.372154235839844,90.20375061035156,65.04063415527344,224.05933380126953,RUN2
1075,1075.0,22.235803604125977,33.67098617553711,76.0866928100586,73.05829620361328,205.05177879333496,RUN2
200,200.0,147.96234130859375,65.01564025878906,49.01253128051758,178.10890197753906,440.09941482543945,RUN3
225,225.0,123.41096496582031,68.89652252197266,51.92417907714844,148.49945068359375,392.73111724853516,RUN3
250,250.0,105.25064086914062,98.81016540527344,54.217926025390625,71.6054916381836,329.8842239379883,RUN3
275,275.0,108.35059356689453,94.79236602783203,64.7464599609375,63.38762664794922,331.2770462036133,RUN3
300,300.0,97.2081069946289,37.54767608642578,70.424560546875,81.80528259277344,286.9856262207031,RUN3
325,325.0,110.5249252319336,59.583282470703125,74.88716888427734,86.71436309814453,331.7097396850586,RUN3
350,350.0,178.29232788085938,27.245399475097656,105.38510131835938,88.5093002319336,399.43212890625,RUN3
375,375.0,176.75570678710938,56.73107147216797,97.73023986816406,97.77820587158203,428.99522399902344,RUN3
400,400.0,210.4420623779297,67.14795684814453,122.23719024658203,83.20748901367188,483.0346984863281,RUN3
425,425.0,190.8075408935547,62.622745513916016,97.4381332397461,80.04643249511719,430.914852142334,RUN3
450,450.0,127.25585174560547,76.09738159179688,45.03041076660156,78.32896423339844,326.71260833740234,RUN3
475,475.0,113.28455352783203,80.020751953125,64.23406219482422,67.89480590820312,325.4341735839844,RUN3
500,500.0,167.6856689453125,59.17219543457031,51.69117736816406,84.40931701660156,362.95835876464844,RUN3
525,525.0,88.78775024414062,67.18997192382812,54.387657165527344,79.70773315429688,290.07311248779297,RUN3
550,550.0,106.38915252685547,65.80264282226562,46.423057556152344,81.04149627685547,299.6563491821289,RUN3
575,575.0,125.51533508300781,77.981201171875,53.43040466308594,101.4720230102539,358.39896392822266,RUN3
600,600.0,95.4550552368164,72.91389465332031,40.905967712402344,76.85055541992188,286.12547302246094,RUN3
625,625.0,110.40408325195312,60.14147186279297,49.737510681152344,80.21559143066406,300.4986572265625,RUN3
650,650.0,89.34262084960938,55.223209381103516,36.66514587402344,86.29108428955078,267.5220603942871,RUN3
675,675.0,149.84011840820312,62.59807586669922,56.7640380859375,94.42520904541016,363.62744140625,RUN3
700,700.0,132.63243103027344,77.76400756835938,42.040061950683594,71.11259460449219,323.5490951538086,RUN3
725,725.0,73.03431701660156,42.29790115356445,40.11570739746094,72.15794372558594,227.6058692932129,RUN3
750,750.0,167.78231811523438,62.409523010253906,41.47465515136719,100.41746520996094,372.0839614868164,RUN3
775,775.0,75.54275512695312,72.8138198852539,41.0159912109375,99.18873596191406,288.5613021850586,RUN3
800,800.0,105.76795959472656,78.55306243896484,57.2904167175293,80.956787109375,322.5682258605957,RUN3
825,825.0,115.91768646240234,65.70391845703125,49.105369567871094,95.83274841308594,326.5597229003906,RUN3
850,850.0,122.78068542480469,62.430049896240234,52.9045524597168,85.23020935058594,323.34549713134766,RUN3
875,875.0,114.18331909179688,72.99235534667969,50.734291076660156,84.32034301757812,322.23030853271484,RUN3
900,900.0,73.41583251953125,37.150081634521484,48.53990936279297,96.59403228759766,255.69985580444336,RUN3
925,925.0,83.75148010253906,67.03549194335938,50.498390197753906,76.14788818359375,277.4332504272461,RUN3
950,950.0,130.74461364746094,50.349342346191406,54.15284729003906,83.94139099121094,319.18819427490234,RUN3
975,975.0,136.27357482910156,74.56874084472656,48.326690673828125,96.0569076538086,355.22591400146484,RUN3
1000,1000.0,190.19400024414062,82.0220947265625,49.77974319458008,75.33566284179688,397.3315010070801,RUN3
1025,1025.0,68.65138244628906,41.42051696777344,47.411094665527344,78.5666275024414,236.04962158203125,RUN3
1050,1050.0,103.81999206542969,44.844451904296875,37.33099365234375,84.534912109375,270.5303497314453,RUN3
1075,1075.0,110.10060119628906,30.999561309814453,49.469688415527344,81.581298828125,272.15114974975586,RUN3
200,200.0,191.22198486328125,42.48136901855469,36.11022186279297,88.93773651123047,358.7513122558594,RUN4
225,225.0,205.9217071533203,66.69593811035156,17.95272445678711,74.89488220214844,365.4652519226074,RUN4
250,250.0,207.74496459960938,37.1488151550293,21.147626876831055,64.49065399169922,330.53206062316895,RUN4
275,275.0,202.52252197265625,26.209510803222656,47.845703125,79.21052551269531,355.7882614135742,RUN4
300,300.0,170.9420166015625,43.0123291015625,65.47700500488281,64.62943267822266,344.06078338623047,RUN4
325,325.0,192.41055297851562,57.71776580810547,75.92346954345703,81.27153778076172,407.32332611083984,RUN4
350,350.0,199.62896728515625,57.34889221191406,57.23344802856445,79.70848083496094,393.9197883605957,RUN4
375,375.0,183.8787841796875,29.730701446533203,90.24476623535156,72.44964599609375,376.303897857666,RUN4
400,400.0,198.7356719970703,52.801963806152344,99.42398071289062,57.92723846435547,408.88885498046875,RUN4
425,425.0,176.94052124023438,28.99166488647461,56.71052551269531,62.62274932861328,325.2654609680176,RUN4
450,450.0,174.8052215576172,42.794898986816406,77.92135620117188,67.4745101928711,362.99598693847656,RUN4
475,475.0,183.68527221679688,35.93434143066406,74.62059020996094,67.29450225830078,361.53470611572266,RUN4
500,500.0,183.81289672851562,50.54181671142578,73.12677001953125,60.68400573730469,368.16548919677734,RUN4
525,525.0,168.73541259765625,40.74831008911133,83.97395324707031,58.718589782714844,352.17626571655273,RUN4
550,550.0,149.10157775878906,45.37492370605469,67.53251647949219,71.45562744140625,333.4646453857422,RUN4
575,575.0,100.17375183105469,8.558871269226074,76.20096588134766,90.2144775390625,275.1480665206909,RUN4
600,600.0,119.32758331298828,6.2919769287109375,87.78790283203125,54.81834411621094,268.2258071899414,RUN4
625,625.0,124.75161743164062,10.322748184204102,37.38924789428711,63.24894332885742,235.71255683898926,RUN4
650,650.0,169.87393188476562,36.287696838378906,50.24336624145508,80.34488677978516,336.74988174438477,RUN4
675,675.0,158.2925567626953,31.360809326171875,26.064125061035156,54.832157135009766,270.5496482849121,RUN4
700,700.0,150.96902465820312,29.736146926879883,38.146751403808594,51.54769515991211,270.3996181488037,RUN4
725,725.0,145.41458129882812,22.894460678100586,40.65155029296875,48.84653091430664,257.8071231842041,RUN4
750,750.0,116.84876251220703,24.265674591064453,38.0069580078125,41.68732452392578,220.80871963500977,RUN4
775,775.0,118.81626892089844,20.79578399658203,36.36750030517578,26.082763671875,202.06231689453125,RUN4
800,800.0,116.25702667236328,21.848604202270508,64.46548461914062,41.180538177490234,243.75165367126465,RUN4
825,825.0,134.2293243408203,29.031936645507812,62.36318588256836,32.660667419433594,258.2851142883301,RUN4
850,850.0,169.6000213623047,17.288375854492188,41.186180114746094,61.05999755859375,289.1345748901367,RUN4
875,875.0,120.3394546508789,25.24265480041504,16.93276596069336,73.72824096679688,236.24311637878418,RUN4
900,900.0,165.30609130859375,21.630998611450195,10.489278793334961,38.58490753173828,236.0112762451172,RUN4
925,925.0,201.30648803710938,28.935653686523438,7.049075126647949,27.930116653442383,265.22133350372314,RUN4
950,950.0,215.4928741455078,34.6549072265625,8.928824424743652,19.75885772705078,278.83546352386475,RUN4
975,975.0,85.25436401367188,19.563079833984375,1.8654890060424805,92.8274917602539,199.51042461395264,RUN4
1000,1000.0,132.30850219726562,22.984909057617188,0.9095390439033508,40.47185134887695,196.67480164766312,RUN4
1025,1025.0,134.1925506591797,17.761642456054688,2.678647518157959,46.084903717041016,200.71774435043335,RUN4
1050,1050.0,177.79193115234375,20.724714279174805,29.27206039428711,97.1661376953125,324.95484352111816,RUN4
1075,1075.0,146.05941772460938,21.6516056060791,7.396568298339844,83.95411682128906,259.0617084503174,RUN4
200,200.0,179.08419799804688,40.51766586303711,20.536298751831055,42.64138412475586,282.7795467376709,RUN5
225,225.0,190.7906494140625,60.16643524169922,26.779333114624023,54.7107048034668,332.44712257385254,RUN5
250,250.0,158.1669464111328,64.66614532470703,24.684192657470703,58.97798156738281,306.49526596069336,RUN5
275,275.0,176.98837280273438,25.12415313720703,16.07188606262207,53.78289031982422,271.9673023223877,RUN5
300,300.0,177.52386474609375,37.379417419433594,18.180601119995117,55.125877380371094,288.20976066589355,RUN5
325,325.0,166.11204528808594,30.6837158203125,13.372516632080078,45.310420989990234,255.47869873046875,RUN5
350,350.0,250.8361358642578,58.351661682128906,11.607473373413086,44.70109176635742,365.4963626861572,RUN5
375,375.0,213.2555694580078,88.97428131103516,17.77631378173828,40.39394760131836,360.4001121520996,RUN5
400,400.0,211.93682861328125,124.9078140258789,21.586591720581055,57.37622833251953,415.80746269226074,RUN5
425,425.0,203.5978546142578,99.9767074584961,25.00071144104004,47.44374465942383,376.0190181732178,RUN5
450,450.0,190.3124237060547,96.20779418945312,26.824726104736328,61.08880615234375,374.4337501525879,RUN5
475,475.0,132.5912628173828,123.61482238769531,26.928672790527344,42.37031555175781,325.5050735473633,RUN5
500,500.0,147.81419372558594,83.95592498779297,27.51184844970703,43.776206970214844,303.0581741333008,RUN5
525,525.0,134.37176513671875,47.64389419555664,15.219863891601562,41.20802307128906,238.44354629516602,RUN5
550,550.0,229.47132873535156,70.89492797851562,14.758520126342773,43.39019012451172,358.5149669647217,RUN5
575,575.0,176.93287658691406,60.23648452758789,37.85895538330078,39.34379577636719,314.3721122741699,RUN5
600,600.0,187.81396484375,89.54143524169922,17.963632583618164,35.81920623779297,331.13823890686035,RUN5
625,625.0,130.59201049804688,86.47894287109375,19.692354202270508,30.8498592376709,267.61316680908203,RUN5
650,650.0,196.29336547851562,82.96703338623047,24.225208282470703,28.751689910888672,332.23729705810547,RUN5
675,675.0,181.0928955078125,83.25218200683594,33.061710357666016,33.56924057006836,330.9760284423828,RUN5
700,700.0,206.23487854003906,82.77555084228516,17.883899688720703,36.3929557800293,343.2872848510742,RUN5
725,725.0,173.46734619140625,88.46871948242188,27.24786949157715,19.764387130737305,308.9483222961426,RUN5
750,750.0,201.5889434814453,134.3225555419922,28.745637893676758,72.96652221679688,437.62365913391113,RUN5
775,775.0,242.3654327392578,154.0522003173828,25.97695541381836,58.01628494262695,480.41087341308594,RUN5
800,800.0,161.02708435058594,117.8288345336914,24.22879981994629,49.02544403076172,352.11016273498535,RUN5
825,825.0,193.4348602294922,136.19158935546875,31.324810028076172,56.816410064697266,417.7676696777344,RUN5
850,850.0,201.86184692382812,148.5699920654297,28.030933380126953,62.620750427246094,441.08352279663086,RUN5
875,875.0,248.10208129882812,91.15594482421875,24.036327362060547,46.575828552246094,409.8701820373535,RUN5
900,900.0,223.15444946289062,75.35009765625,37.35552978515625,46.484031677246094,382.34410858154297,RUN5
925,925.0,208.53846740722656,63.31781005859375,40.73201370239258,43.207176208496094,355.795467376709,RUN5
950,950.0,228.06654357910156,61.82880783081055,27.832332611083984,41.74297332763672,359.4706573486328,RUN5
975,975.0,241.11636352539062,62.85063171386719,31.647136688232422,54.512786865234375,390.1269187927246,RUN5
1000,1000.0,261.8052978515625,72.57156372070312,24.908052444458008,55.779483795166016,415.06439781188965,RUN5
1025,1025.0,205.61268615722656,59.41758346557617,26.046566009521484,45.128013610839844,336.20484924316406,RUN5
1050,1050.0,266.9322814941406,75.41336822509766,28.71450424194336,42.80667495727539,413.86682891845703,RUN5
1075,1075.0,257.0306091308594,82.05709838867188,30.964202880859375,59.2910041809082,429.3429145812988,RUN5
